method,pdt,repl,type,mrae
trmf,0.2,87,w,0.4679595019127718
trmf,0.2,87,o,9.350456571554527e-05
trmf,0.2,88,overall,0.25495147479311453
trmf,0.2,88,w,0.4594487110894635
trmf,0.2,88,o,8.989617387209474e-05
trmf,0.2,89,overall,0.2709054784179146
trmf,0.2,89,w,0.4878877481978703
trmf,0.2,89,o,9.153215638732874e-05
trmf,0.2,9,overall,0.2588324821390429
trmf,0.2,9,w,0.46602050279273666
trmf,0.2,9,o,9.521781266275131e-05
trmf,0.2,90,overall,0.25719181528314383
trmf,0.2,90,w,0.46317472127306364
trmf,0.2,90,o,8.895627549734716e-05
trmf,0.2,91,overall,0.2558928060676011
trmf,0.2,91,w,0.4612924384750952
trmf,0.2,91,o,8.875397810997258e-05
trmf,0.2,92,overall,0.2601336148095341
trmf,0.2,92,w,0.46867604976271915
trmf,0.2,92,o,9.55774754263531e-05
trmf,0.2,93,overall,0.261436468100272
trmf,0.2,93,w,0.4709091195086898
trmf,0.2,93,o,9.189603974964633e-05
trmf,0.2,94,overall,0.26338309908638485
trmf,0.2,94,w,0.47395908274704335
trmf,0.2,94,o,8.657614496771701e-05
trmf,0.2,95,overall,0.2598870025092609
trmf,0.2,95,w,0.4679813434831464
trmf,0.2,95,o,9.068965955320135e-05
trmf,0.2,96,overall,0.26035586594718374
trmf,0.2,96,w,0.46917453237995677
trmf,0.2,96,o,9.29696193444259e-05
trmf,0.2,97,overall,0.26268177303927637
trmf,0.2,97,w,0.4731845799844107
trmf,0.2,97,o,8.737616687330009e-05
trmf,0.2,98,overall,0.26301445640274157
trmf,0.2,98,w,0.47357078935861624
trmf,0.2,98,o,9.713043130995628e-05
trmf,0.2,99,overall,0.261714640504867
trmf,0.2,99,w,0.47148952301162256
trmf,0.2,99,o,9.58377636758671e-05
trmf,0.3,1,overall,0.33599357745402825
trmf,0.3,1,w,0.5455808971665016
trmf,0.3,1,o,0.000126779698941712
trmf,0.3,10,overall,0.33106430129316833
trmf,0.3,10,w,0.5396413357190128
trmf,0.3,10,o,0.00012444546350663706
trmf,0.3,100,overall,0.3298556381349156
trmf,0.3,100,w,0.5369548529597497
trmf,0.3,100,o,0.00013000382140177175
trmf,0.3,11,overall,0.3332286740249067
trmf,0.3,11,w,0.5451320600556634
trmf,0.3,11,o,0.0001279429534818886
trmf,0.3,12,overall,0.3389121744175513
trmf,0.3,12,w,0.5519069813823476
trmf,0.3,12,o,0.00013325106163402072
trmf,0.3,13,overall,0.3424505434175379
trmf,0.3,13,w,0.5576369019186294
trmf,0.3,13,o,0.00011799949508279658
trmf,0.3,14,overall,0.3309853613652961
trmf,0.3,14,w,0.5390136213109521
trmf,0.3,14,o,0.0001134746013155267
trmf,0.3,15,overall,0.3342222854103625
trmf,0.3,15,w,0.5446353162366466
trmf,0.3,15,o,0.00012635422535836577
trmf,0.3,16,overall,0.33539159625921106
trmf,0.3,16,w,0.5443895162372177
trmf,0.3,16,o,0.00012932783086279538
trmf,0.3,17,overall,0.33192423453920783
trmf,0.3,17,w,0.5416129350992849
trmf,0.3,17,o,0.00012488087414012325
trmf,0.3,18,overall,0.33899248824335076
trmf,0.3,18,w,0.5501938768834211
